"service","type","title","year","genre_primary","genre_secondary","critic_score","audience_score","average_score"
"Disney+","Movie","Shang-Chi and the Legend of the Ten Rings",2021,"Action","Action",".91",".98","0.94"
"Disney+","Movie","Thor: Ragnarok",2017,"Action","Action",".93",".87","0.9"
"Disney+","Movie","Turning Red",2022,"Kids & family","Kids & family",".95",".72","0.84"
"Disney+","Movie","The Rescue",2021,"Documentary","Documentary",".96",".99","0.98"
"Disney+","Movie","Free Guy",2021,"Action","Action",".80",".94","0.87"
"Disney+","Movie","Avengers: Infinity War",2018,"Action","Action",".85",".91","0.88"
"Disney+","Movie","Black Panther",2018,"Action","Action",".96",".79","0.88"
"Disney+","Movie","Thor",2011,"Action","Action",".77",".76","0.76"
"Disney+","Movie","Avatar",2009,"Sci-fi","Sci-fi",".82",".82","0.82"
"Disney+","Movie","Black Widow",2021,"Action","Action",".79",".91","0.85"
"Disney+","Movie","Logan",2017,"Action","Action",".94",".90","0.92"
"Disney+","Movie","West Side Story",2021,"Musical","Musical",".91",".93","0.92"
"Disney+","Movie","Encanto",2021,"Kids & family","Kids & family",".91",".93","0.92"
"Disney+","Movie","Guardians of the Galaxy",2014,"Sci-fi","Sci-fi",".92",".92","0.92"
"Disney+","Movie","Marvel's the Avengers",2012,"Action","Action",".91",".91","0.91"
"Disney+","Movie","Toy Story",1995,"Kids & family","Kids & family","1",".92","0.96"
"Disney+","Movie","Star Wars: The Force Awakens",2015,"Sci-fi","Sci-fi",".93",".85","0.89"
"Disney+","Movie","Iron Man",2008,"Action","Action",".94",".91","0.92"
"Disney+","Movie","Avengers: Age of Ultron",2015,"Action","Action",".76",".83","0.8"
"Disney+","Movie","Deadpool",2016,"Action","Action",".85",".90","0.88"
"Disney+","Movie","Captain America: The Winter Soldier",2014,"Action","Action",".90",".92","0.91"
"Disney+","Movie","Captain America: Civil War",2016,"Action","Action",".90",".89","0.9"
"Disney+","Movie","Toy Story 4",2019,"Kids & family","Kids & family",".97",".94","0.96"
"Disney+","Movie","Pirates of the Caribbean: The Curse of the Black Pearl",2003,"Adventure","Adventure",".79",".86","0.82"
"Disney+","Movie","Captain America: The First Avenger",2011,"Action","Action",".79",".75","0.77"
"Disney+","Movie","Cruella",2021,"Comedy","Comedy",".74",".97","0.86"
"Disney+","Movie","Iron Man 3",2013,"Action","Action",".79",".78","0.78"
"Disney+","Movie","Rogue One: A Star Wars Story",2016,"Sci-fi","Sci-fi",".84",".86","0.85"
"Disney+","Movie","Doctor Strange",2016,"Action","Action",".89",".86","0.88"
"Disney+","Movie","Guardians of the Galaxy Vol. 2",2017,"Sci-fi","Sci-fi",".85",".87","0.86"
"Disney+","Movie","Deadpool 2",2018,"Action","Action",".84",".85","0.84"
"Disney+","Movie","Iron Man 2",2010,"Action","Action",".72",".71","0.72"
"Disney+","Movie","Cars",2006,"Kids & family","Kids & family",".74",".79","0.76"
"Disney+","Movie","Chip 'n' Dale: Rescue Rangers",2022,"Kids & family","Kids & family",".80",".80","0.8"
"Disney+","Movie","Zombies 3",2022,"Adventure","Adventure",".71",".69","0.7"
"Disney+","Movie","Jungle Cruise",2021,"Adventure","Adventure",".62",".92","0.77"
"Disney+","Movie","Moana",2016,"Kids & family","Kids & family",".95",".89","0.92"
"Disney+","Movie","Soul",2020,"Kids & family","Kids & family",".95",".88","0.92"
"Disney+","Movie","Luca",2021,"Kids & family","Kids & family",".91",".86","0.88"
"Disney+","Movie","WALL-E",2008,"Kids & family","Kids & family",".95",".90","0.92"
"Disney+","Movie","Toy Story 2",1999,"Kids & family","Kids & family","1",".87","0.94"
"Disney+","Movie","Solo: A Star Wars Story",2018,"Sci-fi","Sci-fi",".69",".64","0.66"
"Disney+","Movie","Rise",2022,"Biography","Biography",".95",".81","0.88"
"Disney+","Movie","Inside Out",2015,"Kids & family","Kids & family",".98",".89","0.94"
"Disney+","Movie","Toy Story 3",2010,"Kids & family","Kids & family",".98",".90","0.94"
"Disney+","Movie","Coco",2017,"Kids & family","Kids & family",".97",".94","0.96"
"Disney+","Movie","Ant-Man",2015,"Action","Action",".83",".85","0.84"
"Disney+","Movie","Ratatouille",2007,"Kids & family","Kids & family",".96",".87","0.92"
"Disney+","Movie","Zootopia",2016,"Kids & family","Kids & family",".98",".92","0.95"
"Disney+","Movie","Cars 3",2017,"Kids & family","Kids & family",".69",".69","0.69"
"Disney+","Movie","Ant-Man and The Wasp",2018,"Action","Action",".87",".81","0.84"
"Disney+","Movie","The Princess Bride",1987,"Kids & family","Kids & family",".97",".94","0.96"
"Disney+","Movie","Up",2009,"Kids & family","Kids & family",".98",".90","0.94"
"Disney+","Movie","10 Things I Hate About You",1999,"Comedy","Comedy",".70",".69","0.7"
"Disney+","Movie","Fantastic Mr. Fox",2009,"Kids & family","Kids & family",".93",".85","0.89"
"Disney+","Movie","X-Men: Days of Future Past",2014,"Action","Action",".90",".91","0.9"
"Disney+","Movie","Frozen II",2019,"Kids & family","Kids & family",".77",".92","0.84"
"Disney+","Movie","Finding Nemo",2003,"Kids & family","Kids & family",".99",".86","0.92"
"Disney+","Movie","The Incredibles",2004,"Kids & family","Kids & family",".97",".75","0.86"
"Disney+","Movie","The Lion King",1994,"Kids & family","Kids & family",".93",".93","0.93"
"Disney+","Movie","Frozen",2013,"Kids & family","Kids & family",".90",".85","0.88"
"Disney+","Movie","Treasure Planet",2002,"Kids & family","Kids & family",".69",".72","0.7"
"Disney+","Movie","Raya and the Last Dragon",2021,"Kids & family","Kids & family",".93",".97","0.95"
"Disney+","Movie","Hidden Figures",2016,"History","History",".93",".93","0.93"
"Disney+","Movie","Free Solo",2018,"Documentary","Documentary",".97",".93","0.95"
"Disney+","Movie","Incredibles 2",2018,"Kids & family","Kids & family",".93",".84","0.88"
"Disney+","Movie","X-Men",2000,"Action","Action",".82",".83","0.82"
"Disney+","Movie","Onward",2020,"Kids & family","Kids & family",".88",".95","0.92"
"Disney+","Movie","Beauty and the Beast",2017,"Kids & family","Kids & family",".71",".80","0.76"
"Disney+","Movie","Zombies 2",2020,"Romance","Romance","1",".64","0.82"
"Disney+","Movie","Big Hero 6",2014,"Kids & family","Kids & family",".90",".91","0.9"
"Disney+","Movie","Ralph Breaks the Internet",2018,"Kids & family","Kids & family",".88",".65","0.76"
"Disney+","Movie","Miss Peregrine's Home for Peculiar Children",2016,"Fantasy","Fantasy",".64",".60","0.62"
"Disney+","Movie","X-Men: First Class",2011,"Action","Action",".86",".87","0.86"
"Disney+","Movie","Tangled",2010,"Kids & family","Kids & family",".89",".87","0.88"
"Disney+","Movie","Hamilton",2020,"Musical","Musical",".98",".89","0.94"
"Disney+","Movie","Isle of Dogs",2018,"Comedy","Comedy",".90",".87","0.88"
"Disney+","Movie","The Good Dinosaur",2015,"Kids & family","Kids & family",".76",".64","0.7"
"Disney+","Movie","Monsters, Inc.",2001,"Kids & family","Kids & family",".96",".90","0.93"
"Disney+","Movie","Home Alone",1990,"Kids & family","Kids & family",".67",".80","0.74"
"Disney+","Movie","Edward Scissorhands",1990,"Holiday","Holiday",".90",".91","0.9"
"Disney+","Movie","Ice Age",2002,"Kids & family","Kids & family",".77",".82","0.8"
"Disney+","Movie","Brave",2012,"Kids & family","Kids & family",".78",".75","0.76"
"Disney+","Movie","Dan in Real Life",2007,"Romance","Romance",".65",".69","0.67"
"Disney+","Movie","Ron's Gone Wrong",2021,"Kids & family","Kids & family",".80",".94","0.87"
"Disney+","Movie","The Jungle Book",2016,"Kids & family","Kids & family",".94",".86","0.9"
"Disney+","Movie","Monsters University",2013,"Kids & family","Kids & family",".80",".81","0.8"
"Disney+","Movie","Finding Dory",2016,"Kids & family","Kids & family",".94",".84","0.89"
"Disney+","Movie","Mary Poppins",1964,"Kids & family","Kids & family",".96",".86","0.91"
"Disney+","Movie","Holes",2003,"Kids & family","Kids & family",".78",".76","0.77"
"Disney+","Movie","The Sandlot",1993,"Kids & family","Kids & family",".64",".89","0.76"
"Disney+","Movie","X2",2003,"Action","Action",".85",".85","0.85"
"Disney+","Movie","Remember the Titans",2000,"Drama","Drama",".72",".93","0.82"
"Disney+","Movie","The Finest Hours",2016,"Adventure","Adventure",".63",".66","0.64"
"Disney+","Movie","Wreck-It Ralph",2012,"Kids & family","Kids & family",".87",".86","0.86"
"Disney+","Movie","Who Framed Roger Rabbit",1988,"Comedy","Comedy",".97",".85","0.91"
"Disney+","Movie","A Bug's Life",1998,"Kids & family","Kids & family",".92",".73","0.82"
"Disney+","Movie","Lilo & Stitch",2002,"Kids & family","Kids & family",".87",".77","0.82"
"Disney+","Movie","The Emperor's New Groove",2000,"Kids & family","Kids & family",".86",".83","0.84"
"Disney+","Movie","Father of the Bride",1991,"Comedy","Comedy",".70",".70","0.7"
"Disney+","Movie","Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,"Documentary","Documentary",".99",".98","0.98"
"Disney+","Movie","Pinocchio",1940,"Kids & family","Kids & family","1",".73","0.86"
"Disney+","Movie","The Simpsons Movie",2007,"Comedy","Comedy",".87",".77","0.82"
"Disney+","Movie","The Princess and the Frog",2009,"Kids & family","Kids & family",".85",".74","0.8"
"Disney+","Movie","Aladdin",1992,"Kids & family","Kids & family",".95",".92","0.94"
"Disney+","Movie","Enchanted",2007,"Kids & family","Kids & family",".93",".80","0.86"
"Disney+","Movie","Mulan",1998,"Kids & family","Kids & family",".85",".85","0.85"
"Disney+","Movie","The Straight Story",1999,"Drama","Drama",".95",".91","0.93"
"Disney+","Movie","High School Musical",2006,"Kids & family","Kids & family",".65",".74","0.7"
"Disney+","Movie","Tron",1982,"Kids & family","Kids & family",".72",".69","0.7"
"Disney+","Movie","Togo",2019,"Adventure","Adventure",".92",".95","0.94"
"Disney+","Movie","Descendants",2015,"Kids & family","Kids & family",".90",".67","0.78"
"Disney+","Movie","Bolt",2008,"Kids & family","Kids & family",".89",".74","0.82"
"Disney+","Movie","The Parent Trap",1998,"Kids & family","Kids & family",".86",".70","0.78"
"Disney+","Movie","We Feed People",2022,"Documentary","Documentary","1",".90","0.95"
"Disney+","Movie","Beauty and the Beast",1991,"Kids & family","Kids & family",".94",".92","0.93"
"Disney+","Movie","Hollywood Stargirl",2022,"Kids & family","Kids & family","1",".70","0.85"
"Disney+","Movie","A Goofy Movie",1995,"Kids & family","Kids & family",".61",".70","0.66"
"Disney+","Movie","The Lion King II: Simba's Pride",1998,"Kids & family","Kids & family",".62",".61","0.62"
"Disney+","Movie","The Book of Life",2014,"Kids & family","Kids & family",".83",".77","0.8"
"Disney+","Movie","Mary Poppins Returns",2018,"Kids & family","Kids & family",".80",".65","0.73"
"Disney+","Movie","The Chronicles of Narnia: Prince Caspian",2008,"Kids & family","Kids & family",".66",".73","0.7"
"Disney+","Movie","Meet the Robinsons",2007,"Kids & family","Kids & family",".67",".74","0.7"
"Disney+","Movie","The Hunchback of Notre Dame",1996,"Kids & family","Kids & family",".72",".70","0.71"
"Disney+","Movie","Tarzan",1999,"Kids & family","Kids & family",".89",".75","0.82"
"Disney+","Movie","Christopher Robin",2018,"Kids & family","Kids & family",".72",".83","0.77"
"Disney+","Movie","Snow White and the Seven Dwarfs",1937,"Kids & family","Kids & family",".98",".78","0.88"
"Disney+","Movie","The Muppets",2011,"Kids & family","Kids & family",".95",".80","0.88"
"Disney+","Movie","Hercules",1997,"Kids & family","Kids & family",".84",".76","0.8"
"Disney+","Movie","The Little Mermaid",1989,"Kids & family","Kids & family",".93",".88","0.9"
"Disney+","Movie","The Peanuts Movie",2015,"Kids & family","Kids & family",".87",".76","0.82"
"Disney+","Movie","High School Musical 2",2007,"Kids & family","Kids & family",".83",".72","0.77"
"Disney+","Movie","Pete's Dragon",2016,"Kids & family","Kids & family",".88",".72","0.8"
"Disney+","Movie","High School Musical 3: Senior Year",2008,"Kids & family","Kids & family",".64",".72","0.68"
"Disney+","Movie","Teen Beach Movie",2013,"Musical","Musical",".86",".72","0.79"
"Disney+","Movie","While You Were Sleeping",1995,"Romance","Romance",".81",".79","0.8"
"Disney+","Movie","Descendants 3",2019,"Kids & family","Kids & family",".78",".66","0.72"
"Disney+","Movie","Saving Mr. Banks",2013,"Drama","Drama",".79",".84","0.82"
"Disney+","Movie","James and the Giant Peach",1996,"Kids & family","Kids & family",".91",".65","0.78"
"Disney+","Movie","Sister Act",1992,"Musical","Musical",".74",".65","0.7"
"Disney+","Movie","Fantasia",1940,"Kids & family","Kids & family",".95",".83","0.89"
"Disney+","Movie","Peter Pan",1953,"Kids & family","Kids & family",".79",".80","0.8"
"Disney+","Movie","Cinderella",1950,"Kids & family","Kids & family",".97",".80","0.88"
"Disney+","Movie","The Lion King 1 1/2",2004,"Kids & family","Kids & family",".76",".62","0.69"
"Disney+","Movie","Sleeping Beauty",1959,"Kids & family","Kids & family",".89",".80","0.84"
"Disney+","Movie","Cool Runnings",1993,"Comedy","Comedy",".76",".81","0.78"
"Disney+","Movie","Queen of Katwe",2016,"Biography","Biography",".94",".86","0.9"
